Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Learning Factory,"Indie, Simulation, Strategy, Early Access","Early Access, Base Building, Building, Cute, Management, Resource Management, Automation, Sandbox, Economy, Singleplayer, Strategy, Science, Crafting, Relaxing, Cats, Simulation, Family Friendly, Fishing, Funny, Procedural Generation",True,False,Luden.io,"18 Feb, 2021",Luden.io,Luden.io,"English, Russian, Simplified Chinese, Traditional Chinese, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Korean, Japanese, Polish",280,330,50.0,"165.000,00₫",-35%
Coloring Game 4,"Casual, Free to Play, Indie","Free to Play, Indie, Casual, Design & Illustration, Pixel Graphics, Colorful, Relaxing, Singleplayer, Great Soundtrack, Point & Click, Short, Puzzle",True,False,Coloring Game,"30 Jul, 2021",L. Stotch,L. Stotch,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian","(1,586)","(1,688)",102.0,Free,
The Labyrinth of Grisaia,"Adventure, Casual","Visual Novel, Anime, Adventure, Story Rich, Casual, Sexual Content, Nudity, Romance, Cute, Mature, Singleplayer, Violent, Dating Sim, 2D, Drama, Sequel, Great Soundtrack",False,False,,"22 Jun, 2016",Frontwing,Frontwing USA,"English, Japanese",119,134,15.0,"250.000,00₫",-55%
Chaos Galaxy 2,"Indie, RPG, Simulation, Strategy","Turn-Based Tactics, Grand Strategy, Mechs, Turn-Based Strategy, Robots, Strategy RPG, 4X, Strategy, RPG, Pixel Graphics, Anime, 2D, War, Historical, Story Rich, Multiple Endings, Simulation, Sci-fi, Singleplayer, Indie",False,False,CHAOS FRANCHISE,"5 Jan, 2023",Han Zhiyu,ChaosGalaxyStudio,"English, Simplified Chinese, Traditional Chinese",191,225,34.0,"260.000,00₫",-35%
ITORAH,"Action, Adventure, Indie","2D Platformer, Indie, Metroidvania, Female Protagonist, Platformer, Exploration, Hand-drawn, Colorful, Action, Adventure, Arcade, Action-Adventure, Side Scroller, Interactive Fiction, Anime, 2.5D, 2D, Cute, Story Rich, Singleplayer",True,False,Assemble Entertainment,"21 Mar, 2022",Grimbart Tales,Assemble Entertainment,"English, German, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Japanese, Korean, Russian, French, Italian",370,475,105.0,"188.000,00₫",-75%
The Guild II Renaissance,"Simulation, Strategy","Simulation, Strategy, Colony Sim, Economy, Medieval, RPG, Trading, City Builder, Politics, Multiplayer, Singleplayer, Management, Resource Management, Sandbox, Political Sim, Historical, Building, Life Sim, Open World, Violent",False,False,The Guild,"28 Jul, 2010",Runeforge Game Studio,THQ Nordic,"English, German, French, Italian, Spanish - Spain","(3,101)","(3,757)",656.0,"120.000,00₫",-75%
,,,,,,,,,,,,,"694.000,00₫",
,,,,,,,,,,,,,"59.000,00₫",-50%
Black Ink,"Animation & Modeling, Design & Illustration, Photo Editing, Utilities","Design & Illustration, Utilities, Photo Editing, Animation & Modeling, Software",True,False,,"8 Feb, 2016",Bleank,Bleank,English,398,487,89.0,"480.000,00₫",-60%
Prodigal,"Adventure, Casual, Indie, RPG","Action, RPG, Dating Sim, Dungeon Crawler, 2D, Puzzle, Romance, Action RPG, Pixel Graphics, Lore-Rich, Story Rich, Top-Down, Conversation, Fantasy, Retro, Magic, Exploration, Singleplayer, Action-Adventure, Adventure",True,False,,"15 Oct, 2020",Colorgrave,Colorgrave,English,244,258,14.0,"165.000,00₫",-75%
探墓笔记-墲人之境,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Simulation, Sports, Strategy, Free to Play","Free to Play, Action, PvP, Adventure, Nudity, Violent, Zombies, Horror, Survival Horror, RPG, Supernatural, Sports, Simulation, Racing, Strategy, Casual, Underground, Multiplayer, Character Customization, Co-op",False,True,,"6 Dec, 2023",无人之境,无人之境,"English, Simplified Chinese, Traditional Chinese","(1,442)","(1,773)",331.0,Free,
The Vale: Shadow of the Crown,"Action, Adventure, Indie, RPG","RPG, Action RPG, Action-Adventure, Story Rich, Drama, Emotional, Adventure, First-Person, Narrative, Action, Swordplay, Archery, Combat, 3D, Magic, Singleplayer, Fantasy, Experimental, Hunting, Medieval",False,False,,"19 Aug, 2021",Falling Squirrel,Falling Squirrel Inc.,English,285,292,7.0,"188.000,00₫",-65%
Mega City Force,"Action, Indie","Action, Roguelike, Hero Shooter, Shooter, Action Roguelike, America, Bullet Hell, Dungeon Crawler, Shoot 'Em Up, Top-Down Shooter, Twin Stick Shooter, Pixel Graphics, 1980s, Dystopian, Difficult, Action-Adventure, Sci-fi, Singleplayer, Procedural Generation, Roguelite",True,False,Ravenage,"28 Jul, 2023",Undreamed Games,Ravenage Games,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",206,262,56.0,"245.000,00₫",-36%
,,,,,,,,,,,,,"110.000,00₫",-50%
,,,,,,,,,,,,,"112.500,00₫",-50%
Fashioning Little Miss Lonesome,Adventure,"Otome, Sexual Content, Female Protagonist, Visual Novel, Adventure, Anime, Singleplayer, Romance, Nudity, Memes, Comedy",True,False,,"8 Sep, 2017",Kalmia8,MangaGamer,"English, Japanese",271,325,54.0,"220.000,00₫",-50%
Deadly Night,Action,"Horror, First-Person, Atmospheric, Gore, Psychological Horror, Survival, Singleplayer, Adventure, Survival Horror, Stealth, 1980s, Action, Dark, Nudity, Indie, Puzzle, Exploration, Multiple Endings, 3D, Artificial Intelligence",True,True,Torture Star Video,"1 Sep, 2022",Cubyte Games,Torture Star Video,"English, Spanish - Spain",168,210,42.0,"120.000,00₫",-30%
,,,,,,,,,,,,,"87.500,00₫",-60%
Revhead,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Automobile Sim, Simulation, Building, Racing, Sports, Indie, Strategy, Singleplayer, Driving, Management, Open World, Sandbox, First-Person, Realistic, Anime, Logic, Crafting, Physics, Memes, Choices Matter",True,False,,"9 Mar, 2017",Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,"English, Czech, Danish, Hungarian, Turkish, Ukrainian, Romanian, French, German, Spanish - Spain, Dutch, Portuguese - Brazil, Italian, Polish",497,597,100.0,"236.000,00₫",-25%
Crossfire: Legion,"Action, Strategy","Strategy, RTS, PvP, Isometric, PvE, Action RTS, eSports, Real Time Tactics, Base Building, Resource Management, Tactical, Multiplayer, Futuristic, Wargame, War, Online Co-Op, Singleplayer, Action, Combat, Co-op",False,True,Crossfire: Legion,"8 Dec, 2022",Blackbird Interactive,Prime Matter,"English, French, German, Spanish - Spain, Traditional Chinese, Simplified Chinese, Japanese, Korean, Polish, Russian",500,804,304.0,"333.000,00₫",-75%
Deponia: The Complete Journey,Adventure,"Adventure, Point & Click, Comedy, Puzzle, Singleplayer, Funny, 2D, Story Rich, Great Soundtrack, Classic, Cult Classic, Steampunk, Retro, Sci-fi, Indie, Hand-drawn, Cartoon, Dystopian, Escape Room, Sexual Content",False,False,,"8 Jul, 2014",Daedalic Entertainment,Daedalic Entertainment,"English, French, German, Russian, Italian, Polish","(5,377)","(6,198)",821.0,"250.000,00₫",-90%
Detective Hayseed - Hollywood,"Adventure, Indie, RPG","Adventure, Indie, RPG, Point & Click, Comedy, Detective",False,False,,"7 Oct, 2016",Zima software,Zima software,"English, German, Czech",127,131,4.0,"205.000,00₫",-50%
,,,,,,,,,,,,,"220.000,00₫",-50%
Prose & Codes,"Casual, Indie","Puzzle, Word Game, Relaxing, Logic, Casual, Education, Historical, Based On A Novel, Philosophical, Story Rich, Atmospheric, Stylized, Retro, Singleplayer, 2D, Indie, Drama, Trivia",False,False,,"11 Feb, 2022",Hero Game Co LLC,Hero Game Co LLC,English,168,169,1.0,"142.000,00₫",-20%
The Classrooms,"Action, Early Access","Early Access, Psychological Horror, Procedural Generation, Exploration, Surreal, 1990's, Atmospheric, Survival Horror, First-Person, 1980s, Cinematic, Mystery Dungeon, 3D, Dark, Horror, Investigation, Demons, Adventure, Mystery, Action",False,True,,"28 Oct, 2022",Hillcrest Games Inc., Xefier Games Inc.,English,146,151,5,"115.000,00₫",-40%
,,,,,,,,,,,,,"45.000,00₫",-30%
,,,,,,,,,,,,,"59.000,00₫",-40%
,,,,,,,,,,,,,"230.000,00₫",-80%
Transiruby,Action,"Pixel Graphics, Metroidvania, Action, Action-Adventure, 2D Platformer, Cute, Fantasy, Platformer, Hack and Slash, 2D, Singleplayer, Side Scroller, Female Protagonist, Atmospheric, Sci-fi",True,False,FHWPublishing,"9 Dec, 2021",SKIPMORE,Flyhigh Works,"English, Simplified Chinese, Japanese, Vietnamese, Russian, Traditional Chinese, Korean, French, German, Spanish - Spain",187,200,13,"165.000,00₫",-30%
Learn Japanese To Survive! Kanji Combat,"Adventure, Indie, RPG, Strategy","RPG, Indie, Adventure, Strategy, Education, RPGMaker, Anime, JRPG",True,False,RIVER CROW STUDIO,"1 Aug, 2018",Sleepy Duck,RIVER CROW STUDIO,English,266,317,51,"110.000,00₫",-80%
Alchemia Story,"Free to Play, Massively Multiplayer, RPG","JRPG, PvE, RPG, MMORPG, Character Customization, 3D, Cute, Third Person, Open World, Story Rich, Anime, Massively Multiplayer, Fantasy, Online Co-Op, Singleplayer, Free to Play, Multiplayer, Co-op",True,False,,"22 Feb, 2023","Asobimo, Inc.","Asobimo, Inc.","English, Traditional Chinese, Japanese, Korean",107,178,71,Free,
,,,False,False,,,,,,,,,"2.166.000,00₫",-68%
WRC 6 FIA World Rally Championship,Racing,"Racing, Offroad, Multiplayer, Automobile Sim, Driving, Sports, Simulation, eSports, Singleplayer, Arcade",True,False,Nacon,"7 Oct, 2016",KT Racing,Nacon,"English, French, Italian, German, Spanish - Spain, Polish, Korean, Simplified Chinese",784,"(1,150)",366,"165.000,00₫",-90%
Shadow Warrior Classic Redux,Action,"FPS, Classic, Action, Retro, Shooter, Old School, Ninja, Comedy, Gore, Singleplayer, First-Person, Funny, 1990's, Nudity, Remake, Violent, Dark Humor, Adventure, Difficult, Pixel Graphics",False,False,Shadow Warrior,"13 May, 1997",General Arcade,Devolver Digital,English,"(2,850)","(3,159)",309,"142.000,00₫",-80%
Train Life: A Railway Simulator,Simulation,"Simulation, Family Friendly, Realistic, Open World, Singleplayer, Atmospheric, Management, Transportation, Casual, Trains, Immersive Sim, Driving, Relaxing, Economy, Controller, Strategy, Ambient, Job Simulator, Early Access, Immersive",True,False,,"25 Aug, 2022",Simteract,Nacon,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Turkish",923,"(1,351)",428,"220.000,00₫",-70%
Nancy Drew®: The Haunted Carousel,Adventure,"Adventure, Point & Click, Puzzle, Detective, Female Protagonist, Great Soundtrack, Classic, Mouse only, Retro, Drama, Funny, 2.5D, Story Rich, Casual, Exploration, Atmospheric, 2D, Family Friendly, Based On A Novel, Remake",False,False,,"22 Aug, 2003",HeR Interactive,HeR Interactive,English,167,178,11,"90.000,00₫",-50%
,,,,,,,,,,,,,"45.000,00₫",-30%
La Tale,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Free to Play, Massively Multiplayer, RPG, Action, Adventure, Casual, Anime, 2D, Side Scroller, MMORPG",False,False,,"17 Nov, 2017",Actoz Soft,Papaya Play,English,281,493,212,Free,
Battlerite,"Action, Free to Play","PvP, Multiplayer, MOBA, Competitive, Action, Free to Play, Arena Shooter, Fast-Paced, Team-Based, Fighting, Top-Down, Early Access, Strategy, eSports, Difficult, Great Soundtrack, RPG, Top-Down Shooter, Hack and Slash, Atmospheric",True,False,,"8 Nov, 2017",Stunlock Studios,Stunlock Studios,"English, French, Italian, German, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Korean, Turkish, Japanese","(49,929)","(59,122)","(9,193)",Free,
World Racing 2 - Champion Edition,"Action, Adventure, Indie, Racing, Simulation, Sports","Sports, Action, Racing, Arcade, 3D, Beat 'em up, Simulation, 3D Vision, Realistic, Old School, Retro, Singleplayer, Multiplayer, Driving, Adventure, Open World, Difficult, Sandbox, Automobile Sim, Shooter",False,False,World Racing,"8 Dec, 2022",Synetic GmbH,UniqueGames Publishing GmbH,"English, French, Italian, German, Spanish - Spain",173,192,19,"142.000,00₫",-35%
The Doors of Trithius,"Indie, RPG, Simulation, Strategy, Early Access","Simulation, Traditional Roguelike, Roguelike, Procedural Generation, Open World, Survival, Difficult, Dungeon Crawler, Early Access, Lore-Rich, Replay Value, Turn-Based, 2D, RPG, CRPG, Fantasy, Pixel Graphics, Turn-Based Combat, Singleplayer, Indie",True,False,,"15 Aug, 2021",Jake Donkersgoed,Jake Donkersgoed,English,216,222,6,"165.000,00₫",-10%
Starsand,"Action, Adventure, Simulation","Open World Survival Craft, Survival, Open World, Realistic, 3D, First-Person, Exploration, Crafting, Base Building, Inventory Management, Resource Management, Sci-fi, Atmospheric, Story Rich, Singleplayer, Sandbox, Mystery, Building, Aliens, Early Access",True,False,,"17 Nov, 2022",Tunnel Vision Studio,Toplitz Productions,"English, Italian, German, French, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Thai, Turkish",669,972,303,"330.000,00₫",-35%
,,,,,,,,,,,,,"321.000,00₫",-30%
Girl Genius: Adventures In Castle Heterodyne,"Action, Adventure","Action-Adventure, Action, Female Protagonist, Exploration, Steampunk, 3D, Adventure, Story Rich, Conversation, Combat, Fantasy, Comedy, Drama, Singleplayer, Top-Down",False,False,Rain Games,"5 Sep, 2023",Rain Games,Rain Games,"English, Norwegian",63,68,5,"385.000,00₫",-25%
,,,,,,,,,,,,,"75.000,00₫",-66%
Mage and Monsters,Strategy,"Auto Battler, Strategy, Perma Death, Magic, Roguelike, Pixel Graphics, Top-Down, War, Choices Matter, Combat, Management, Singleplayer, Fantasy, Action, Tactical, Old School, PvE, Wargame, Dragons, Character Customization",False,False,Lasse Zacho Malver,"12 Oct, 2022",Lasse Zacho Malver,Lasse Zacho Malver,"English, Simplified Chinese",692,766,74,"73.500,00₫",-25%
他人世界末 On-looker,"Adventure, Casual, Indie, RPG, Simulation","Visual Novel, Dating Sim, Multiple Endings, Anime, Text-Based, RPG, Indie, Casual, Adventure, Simulation, Romance, Sexual Content, Singleplayer, Story Rich, Drama, Conversation, Philosophical, Emotional, Psychological, JRPG",True,False,,"10 Jul, 2020",8A studio,昆布科技,"English, Simplified Chinese","(2,333)","(2,486)",153,"110.000,00₫",-30%
SUPER 56,"Action, Casual, Indie, Racing, Sports","Funny, Hidden Object, Memes, Action, Casual, 2D, Colorful, 3D, Arcade, First-Person, Puzzle, Rhythm, Collectathon, Shooter, Clicker, Runner, Cute, Old School, Racing, Retro",True,False,,"11 Oct, 2023",Onion Soup Interactive,WhisperGames,"English, Japanese, Simplified Chinese, German",86,89,3,"102.000,00₫",-10%
Computer Tycoon,"Indie, Simulation, Strategy, Early Access","Early Access, Funny, Time Management, Immersive Sim, Sandbox, Diplomacy, Economy, Capitalism, Management, Education, Base Building, Difficult, Grand Strategy, Strategy, Retro, Choices Matter, 2D, 3D, Software, Historical",False,False,,"12 Oct, 2017",Progorion,Progorion,English,760,896,136,"188.000,00₫",-40%
,,,,,,,,,,,,,"90.000,00₫",-55%
Hana no No ni Saku Utakata no,"Adventure, Casual","Casual, Adventure, Visual Novel, Interactive Fiction, Drama, Word Game, Anime, Story Rich, Cute, Comedy, Fantasy, Cartoony, Text-Based, Multiple Endings, Singleplayer, FPS",False,False,,"22 Apr, 2022",Applique,HIKARI FIELD,"English, Japanese, Simplified Chinese, Traditional Chinese",445,458,13.0,"250.000,00₫",-48%
Casino Resort Tower,"Simulation, Strategy, Early Access","Early Access, Management, Building, Simulation, Capitalism, Colony Sim, Strategy, Base Building, Economy, Automation, Immersive Sim, Sandbox, Resource Management, City Builder, Time Management, Inventory Management, Crime, Gambling, Logic, God Game",False,False,,"22 Jun, 2023",Cyperk Software,Cyperk Software,English,55,59,4.0,"260.000,00₫",-15%
Blade Strangers,Action,"Action, Fighting, 2D Fighter, Anime",False,False,,"28 Aug, 2018",Studio Saizensen,"Nicalis, Inc.","English, Japanese",204,267,63.0,"188.000,00₫",-80%
Tomb Raider II (1997),"Action, Adventure","Adventure, Action, Female Protagonist, Classic, Singleplayer, Third Person, Puzzle, Action-Adventure, Platformer, Old School, 1990's, Third-Person Shooter, Shooter, Atmospheric, 3D Platformer, Retro, Puzzle Platformer, Exploration, Difficult",False,False,Tomb Raider,"28 Nov, 2012",Core Design,Crystal Dynamics,English,"(1,915)","(2,208)",293.0,"115.500,00₫",
Long Dream,Indie,"Adventure, Point & Click, Visual Novel, Puzzle, Puzzle Platformer, Idler, Clicker, 2D, Pixel Graphics, Cute, Colorful, 1980s, 1990's, Military, Drama, Historical, Comedy, Retro, Emotional, Romance",False,False,Gamera Games,"10 Apr, 2023",WildMonkey,Gamera Games,"English, Simplified Chinese",592,600,8.0,"102.000,00₫",-30%
beat refle,Casual,"Sexual Content, Casual, Rhythm, Nudity, Cute, Visual Novel, 2D, Anime, Hentai, Comedy, Romance, Funny, Controller, Mature, NSFW",False,True,,"31 Jul, 2022",qureate,qureate,"English, Simplified Chinese, Traditional Chinese, Japanese",154,204,50.0,"250.000,00₫",-50%
,,,,,,,,,,,,,"80.000,00₫",-50%
My Brother Rabbit,"Adventure, Casual, Indie","Adventure, Puzzle, Point & Click, Singleplayer, Great Soundtrack, 2D, Story Rich, Hidden Object, Retro, Casual, Indie, Hand-drawn, Classic, Short",True,False,,"21 Sep, 2018",Artifex Mundi,Artifex Mundi,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Turkish","(1,628)","(1,687)",59.0,"165.000,00₫",-75%
MXGP 2019 - The Official Motocross Videogame,"Racing, Simulation, Sports","Simulation, Racing, Sports, Motorbike, Motocross, Multiplayer",True,False,,"27 Aug, 2019",Milestone S.r.l.,Milestone S.r.l.,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil",989,"(1,092)",103.0,"479.000,00₫",-90%
